PRIMARY_KEY,STATE,YEAR,ENROLL,Total Expenditure,Instruction Expenditure,Support Services Expenditure,Other Expenditure,Capital Outlay Expenditure,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,Math Score Grade 4,Math Score Grade 8,Reading Score Grade 4,Reading Score Grade 8
2004_MONTANA,MONTANA,2004,148168,1241417,703730,400634,51163,64150,759,10206,10440,12011,11173,87415,47906,136080,,,,
2005_MONTANA,MONTANA,2005,146552,1268328,721019,412180,53055,59998,798,10300,10527,12050,11095,86477,47562,134837,240.5754886,286.4320012,224.5521798,269.9834438
2006_MONTANA,MONTANA,2006,145259,1377599,753664,442662,56642,97873,794,10409,10311,11387,10870,85685,47340,133819,,,,
2007_MONTANA,MONTANA,2007,144258,1442434,793711,463422,58824,100592,539,10601,10503,11180,11057,85165,46448,132152,243.6188113,287.075529,226.6665326,265.2401215
2008_MONTANA,MONTANA,2008,142695,1557678,831718,491537,62756,141860,963,10802,10558,10890,10670,85104,45030,131097,,,,
2009_MONTANA,MONTANA,2009,141782,1622485,855803,509899,66973,158151,1209,10960,10499,10911,10563,85699,43939,130847,244.4007519,291.5429429,224.6517501,273.5892897
2010_MONTANA,MONTANA,2010,141693,1642886,895727,531730,68814,110195,1351,11115,10751,10729,10316,86025,43202,130578,,,,
2011_MONTANA,MONTANA,2011,141529,1655584,902615,540180,72488,103728,1475,11697,10739,10773,10208,86553,42624,130652,243.7966065,292.9078043,225.1442162,265.1940412
2012_MONTANA,MONTANA,2012,142237,1652537,888206,536815,73808,117001,1321,11709,10861,10895,9784,87789,42089,131199,,,,
2013_MONTANA,MONTANA,2013,142797,1679521,907018,545326,74629,111496,1440,12038,11028,10635,9912,88513,42138,132091,243.6988846,289.228453,222.9827493,271.0196546
2014_MONTANA,MONTANA,2014,144034,1754324,949120,570780,77193,121753,1229,11682,11044,10807,9825,89805,41816,132850,,,,
2015_MONTANA,MONTANA,2015,144447,1804841,940488,581694,80426,160885,1158,11502,11659,10967,9756,90837,41822,133817,241.2870483,287.4640055,224.7573935,251.9761652
2016_MONTANA,MONTANA,2016,145240,1879789,973199,599074,85351,179414,,,,,,,,,,,,
2017_MONTANA,MONTANA,2017,,,,,,,,,,,,,,,240.7216345,285.6004369,222.3267218,266.0350069
1992_NEBRASKA,NEBRASKA,1992,,1534046,909159,394690,,132183,3134,21873,22133,21379,18999,177432,79975,260541,225.3326475,277.6545234,220.0349631,
1993_NEBRASKA,NEBRASKA,1993,281354,1642376,972575,424311,57564,141118,3577,21374,22391,22611,18578,178475,81671,263723,,,,
1994_NEBRASKA,NEBRASKA,1994,283962,1769248,1033858,447649,63108,173484,3985,21752,22144,23037,19144,177318,84045,265348,,,,
1995_NEBRASKA,NEBRASKA,1995,285836,1874253,1041372,470308,66223,242244,3853,22282,21886,23016,19275,176887,86722,267462,,,,
1996_NEBRASKA,NEBRASKA,1996,289251,1940808,1067391,497288,71038,247543,4104,21874,21440,22912,19786,176868,89121,270093,227.5439927,282.7696069,,262.0617136
1997_NEBRASKA,NEBRASKA,1997,290883,1946725,1081994,515148,77333,213672,4514,21436,21168,23190,20912,175734,90997,271245,,,,
1998_NEBRASKA,NEBRASKA,1998,291570,1966403,1086607,528690,79003,213815,4595,21145,21378,22725,21517,174014,91386,269995,,,,
1999_NEBRASKA,NEBRASKA,1999,290383,2062226,1127843,541116,85361,244788,4631,20576,21969,22452,21630,171807,91247,267685,,,,
2000_NEBRASKA,NEBRASKA,2000,287566,2165529,1188826,570910,94639,243866,4900,20210,21357,21864,21151,170376,90713,265989,225.9453358,280.6180687,221.5652392,256.2683514
2001_NEBRASKA,NEBRASKA,2001,285331,2344564,1256013,634842,100439,278832,5064,20234,21160,21757,21679,169355,90442,264861,,,,
2002_NEBRASKA,NEBRASKA,2002,283789,2562812,1338653,667614,107557,365430,5491,20440,20874,21943,21932,169182,90289,264962,,,,
2003_NEBRASKA,NEBRASKA,2003,283934,2623966,1414919,683210,112145,329746,5920,20719,20480,22792,21872,168778,90125,264823,236.2541084,282.193756,220.6118021,268.3232652
2004_NEBRASKA,NEBRASKA,2004,284170,2667987,1471641,712199,109956,296377,6114,21205,20429,22267,21557,167497,90945,264556,,,,
2005_NEBRASKA,NEBRASKA,2005,284553,2708776,1487488,751435,127968,264339,6463,21888,20290,21998,21419,166704,91591,264758,237.7061785,283.962991,221.3774628,260.7823834
2006_NEBRASKA,NEBRASKA,2006,285547,2867250,1570629,805633,128776,280954,6933,22080,20338,21622,21527,166756,91811,265500,,,,
2007_NEBRASKA,NEBRASKA,2007,287135,3117931,1673992,845739,131267,378827,10091,22588,20519,21047,22400,167416,91149,268656,238.0408086,283.6505986,222.9025543,273.2840488
2008_NEBRASKA,NEBRASKA,2008,290912,3325663,1784350,869629,135025,444442,11046,22790,20939,20958,22246,169076,89678,269800,,,,
2009_NEBRASKA,NEBRASKA,2009,292161,3523803,1887427,905681,144995,488293,11954,23577,21517,20834,22266,171329,88508,271791,238.7484634,284.2590935,222.5233073,261.89815
2010_NEBRASKA,NEBRASKA,2010,294948,3640199,2089854,927065,152158,371348,12656,23411,21901,20875,22236,174225,88208,275089,,,,
2011_NEBRASKA,NEBRASKA,2011,297659,3676326,2101943,951912,171112,349683,12907,23795,22279,21115,22332,176802,87792,277501,239.8032687,283.1970448,223.311726,270.1489602
2012_NEBRASKA,NEBRASKA,2012,300941,3880517,2247992,984922,165408,374671,13831,22095,22583,21438,23152,179506,88073,281410,,,,
2013_NEBRASKA,NEBRASKA,2013,303242,3913038,2318463,1026626,168033,298231,14457,24025,23097,22089,22968,180640,88555,283652,243.1579291,285.0613485,223.2527851,253.1478182
2014_NEBRASKA,NEBRASKA,2014,307398,4008633,2371149,1059275,175887,307828,15253,23951,22921,22374,23051,183467,89964,288684,,,,
2015_NEBRASKA,NEBRASKA,2015,312281,4283846,2446701,1102622,183067,449287,15665,23374,23366,22656,23549,185325,91650,292640,243.8636669,286.4985635,226.6346109,266.8763518
2016_NEBRASKA,NEBRASKA,2016,315542,4640422,2526973,1149107,206577,641968,,,,,,,,,,,,
2017_NEBRASKA,NEBRASKA,2017,,,,,,,,,,,,,,,245.5906746,288.4059553,224.0962249,267.2082193
1992_NEVADA,NEVADA,1992,,1251651,572623,334685,,249189,1038,17839,18487,16250,12242,145687,57605,204330,,,,
1993_NEVADA,NEVADA,1993,222846,1265367,611914,360827,41799,195478,1237,19179,19305,17825,12749,153912,60727,215876,,,,
1994_NEVADA,NEVADA,1994,235800,1344245,654272,406932,44739,184082,1424,20462,20573,18881,13659,162776,65393,229593,,,,
1995_NEVADA,NEVADA,1995,250749,1381200,705709,438671,48399,126131,1631,22074,21784,19970,14143,171493,69130,242254,,,,
1996_NEVADA,NEVADA,1996,265041,1608989,767237,483238,53033,229949,1868,22875,22597,21041,15316,182346,74389,258603,217.6226122,,207.5979301,251.8918605
1997_NEVADA,NEVADA,1997,282131,1905940,858110,526090,57372,369529,1902,23809,23936,21910,15782,192460,77801,272163,,,,
1998_NEVADA,NEVADA,1998,296621,2030065,943345,575000,60708,340415,2140,23986,25629,23168,16824,202470,81767,286377,,,,
1999_NEVADA,NEVADA,1999,311063,2298474,1038564,642090,65517,448757,2043,25163,27660,24268,18139,211728,85966,299737,,,,
2000_NEVADA,NEVADA,2000,325610,2437438,1114489,695694,69965,428541,1888,26445,28616,25327,18519,221686,89966,313540,220.2748665,268.1815991,209.1291618,269.8212492
2001_NEVADA,NEVADA,2001,339451,2692840,1171360,734647,76426,575873,2147,26877,29676,27028,19461,232794,94323,329264,,,,
2002_NEVADA,NEVADA,2002,354869,2913023,1343669,738868,87437,604874,2480,27287,29953,29242,18032,240480,98538,341498,,,,
2003_NEVADA,NEVADA,2003,369498,3009028,1406660,767835,88985,576610,2778,28596,30653,31392,18700,248787,104650,356215,227.5135983,268.0431377,206.9596827,261.5957319
2004_NEVADA,NEVADA,2004,385414,3228619,1544881,839920,99050,574726,2894,29877,31950,32472,21385,255458,111314,369666,,,,
2005_NEVADA,NEVADA,2005,399727,3483540,1665706,926213,115483,584219,2812,29978,32222,33502,20501,262221,116375,381408,229.8715955,269.9055855,207.1869744,273.7160629
2006_NEVADA,NEVADA,2006,412747,4022979,1840698,1088646,119224,760380,2937,31746,32711,33586,21352,267211,121779,391927,,,,
2007_NEVADA,NEVADA,2007,422782,4346371,2047045,1216122,139918,731227,2834,31682,33760,34121,21828,271876,121752,396462,231.7816005,270.8040244,210.8190091,260.3177061
2008_NEVADA,NEVADA,2008,428776,4881218,2094491,1329327,150730,1058467,3393,32188,34099,34394,23330,272468,125034,400895,,,,
2009_NEVADA,NEVADA,2009,430985,4577881,2145779,1364083,142194,633545,3953,32038,33664,33291,25935,269058,123420,396431,235.1522739,274.1485417,211.140589,269.7398201
2010_NEVADA,NEVADA,2010,423859,4260869,2117135,1359161,142848,381094,4444,32454,34047,33070,29207,269773,129831,404048,,,,
2011_NEVADA,NEVADA,2011,429610,4258855,2161550,1377125,149940,323746,4408,33502,33608,33745,30322,270807,130252,405467,237.0318789,278.1131537,212.5751917,253.8334404
2012_NEVADA,NEVADA,2012,428526,4109706,2049362,1336995,159943,321145,4599,35008,33462,34192,31939,273430,131953,409982,,,,
2013_NEVADA,NEVADA,2013,431776,4057443,2058538,1396907,166814,222161,4707,35073,33827,34541,31450,278662,132564,415933,236.2628994,278.2866809,213.7553136,267.2150118
2014_NEVADA,NEVADA,2014,435765,4043820,2104452,1413964,170754,161354,5230,33942,34993,35318,31892,284442,134640,424312,,,,
2015_NEVADA,NEVADA,2015,438948,4183085,2170424,1459504,174388,205794,5554,34495,36474,35802,32122,289732,136906,432192,233.8270162,275.1718688,214.4255845,269.9567776
2016_NEVADA,NEVADA,2016,441623,4374249,2288790,1505591,184055,224494,,,,,,,,,,,,
2017_NEVADA,NEVADA,2017,,,,,,,,,,,,,,,231.6851622,275.3654555,214.8416962,268.5285553
1992_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1992,,1066647,581123,310285,,63554,1005,7994,15611,13537,10752,123475,47999,172479,229.6645638,278.2163256,223.4661395,
1993_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1993,177722,1091814,611158,322618,34802,42172,1292,8194,15630,14118,10635,126173,49098,176563,,,,
1994_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1994,181688,1119762,648513,316069,38919,34260,1210,8325,16352,14926,10919,128771,50417,180398,,,,
1995_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1995,186239,1232465,676601,347776,40081,80404,1357,8859,16275,15487,10996,130985,52400,184742,,,,
1996_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1996,191004,1295106,725549,340457,42174,97166,1535,8569,16643,15738,11158,133015,54353,188903,,,225.7156413,272.6471063
1997_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1997,193524,1431472,758383,363154,43136,169477,1577,8763,16688,15967,11656,134206,56301,192084,,,,
1998_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1998,196734,1428447,808107,378359,44977,94615,1586,8831,16959,16848,12148,135657,57924,195167,,,,
1999_NEW_HAMPSHIRE,NEW_HAMPSHIRE,1999,201252,1491560,859115,401938,46962,84168,1711,9048,17275,16793,12734,135527,59868,197106,,,,
2000_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2000,203178,1640395,902062,445733,49746,130011,1879,9188,16852,17209,13024,135299,61254,198432,,,,263.3448642
2001_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2001,204721,1796043,937479,486152,53143,166814,1830,9599,16612,17111,13309,132429,62286,196545,,,,
2002_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2002,203072,1956047,1047490,523976,57559,186830,1923,9757,15939,17421,14280,131382,63988,197293,,,,
2003_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2003,203702,2122604,1119824,570036,60830,214807,2221,9989,15810,17703,14445,129331,65325,196877,243.1101422,286.1984687,227.7895085,272.9066451
2004_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2004,203359,2236010,1195488,607041,64575,199297,2360,10116,15501,17237,14847,127173,66535,196068,,,,
2005_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2005,202223,2333264,1261140,651058,65668,163780,2525,10360,15151,17038,15001,125158,67112,194795,245.6259264,285.253357,227.4383241,261.1384723
2006_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2006,201044,2494247,1332640,696005,68406,201565,2531,10375,15080,16431,15492,123282,67384,193197,,,,
2007_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2007,198625,2608190,1395619,733978,70608,208008,2614,10489,15026,16218,15959,121256,66413,190283,248.5715266,287.557061,229.0171734,268.1974428
2008_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2008,195668,2715961,1495009,783298,74069,163893,2834,10968,14613,15783,15419,119193,64939,186966,,,,
2009_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2009,197024,2757401,1546316,822081,74820,112359,2987,11969,14560,15517,15588,117812,64372,185171,251.0717526,292.3218172,229.1445204,251.3056546
2010_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2010,196648,2856965,1612216,837094,76110,131261,3097,11970,14294,15407,15019,116509,63135,182741,,,,
2011_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2011,189275,3001244,1654129,855476,77384,206241,3228,11915,14190,15164,14911,114489,62268,179985,251.7788368,292.1087397,230.3926764,266.7620513
2012_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2012,190778,2961684,1654634,868513,78190,160056,3260,11892,13907,14784,14600,113017,60805,177082,,,,
2013_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2013,187703,2878534,1642945,879507,76488,72588,3464,11615,13953,14690,14140,111854,59377,174695,252.9935252,295.6651233,231.9983664,271.7657825
2014_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2014,184846,2960615,1682021,913353,75750,87603,3639,11580,13590,14423,13856,110626,58807,173072,,,,
2015_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2015,183039,3044720,1697165,938368,75581,125475,3743,11192,13639,14319,13947,109370,58107,171220,249.1506214,294.4130187,231.9498476,269.4262109
2016_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2016,179682,3124778,1743022,959654,76229,137180,,,,,,,,,,,,
2017_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2017,,,,,,,,,,,,,,,245.3198386,293.2906544,228.9006493,259.8064073
1992_NEW_JERSEY,NEW_JERSEY,1992,,10452340,6042936,2911782,,474259,9123,87427,82909,77779,67353,671021,295337,975481,227.148047,271.9055612,219.3904683,
1993_NEW_JERSEY,NEW_JERSEY,1993,653488,6641624,3676378,2092298,203775,342746,9225,90827,84767,79459,64402,685132,288263,982620,,,,
1994_NEW_JERSEY,NEW_JERSEY,1994,651554,6765105,3522248,2430560,268715,320715,10283,92316,87374,80901,65662,701250,292484,1004017,,,,
1995_NEW_JERSEY,NEW_JERSEY,1995,1171658,11961696,6065026,4166818,491691,719638,9301,93978,88686,81997,65647,715896,296831,1022028,,,,
1996_NEW_JERSEY,NEW_JERSEY,1996,1193928,12469216,6636622,4099193,469558,753213,9737,92831,91665,82728,67460,738245,304221,1052203,227.2401672,,,262.1029227
1997_NEW_JERSEY,NEW_JERSEY,1997,1216721,13242022,7106433,4171762,496433,938533,10220,92171,94806,83985,68008,750044,306327,1066591,,,,
1998_NEW_JERSEY,NEW_JERSEY,1998,1238948,13973201,7267644,4442457,516387,1110805,10560,90689,97881,86032,68618,759641,307945,1078146,,,,
1999_NEW_JERSEY,NEW_JERSEY,1999,1257772,14927302,7900043,4702475,536974,1113055,14194,89520,100361,88757,69647,779208,312631,1106033,,,,
2000_NEW_JERSEY,NEW_JERSEY,2000,1279542,15907248,8244717,5041897,568802,1320024,15183,89912,100837,92089,70455,792026,322555,1129764,,,,270.5182666
2001_NEW_JERSEY,NEW_JERSEY,2001,1301195,17144456,8782754,5499870,610241,1466889,19751,89533,101038,97127,76271,804356,349406,1173513,,,,
2002_NEW_JERSEY,NEW_JERSEY,2002,1326196,18155147,9328162,5983500,611449,1406121,21590,91189,101577,101559,82008,812176,369109,1202875,,,,
2003_NEW_JERSEY,NEW_JERSEY,2003,1350330,19812932,10169992,6429003,677268,1626453,22746,93201,99937,103603,84539,811469,382910,1217125,238.7765412,281.4071199,225.073328,264.3782925
2004_NEW_JERSEY,NEW_JERSEY,2004,1363189,21467607,10880932,6888193,744615,1970698,25211,93157,100557,104437,88378,813471,400085,1238767,,,,
2005_NEW_JERSEY,NEW_JERSEY,2005,1368959,23023365,11575456,7408034,817943,2179605,26794,93151,98565,103587,92175,806925,407314,1241033,243.9789314,283.9026042,223.2983935,268.3566729
2006_NEW_JERSEY,NEW_JERSEY,2006,1371155,24177714,12309954,7892051,837293,2033738,27952,93043,98149,102827,94685,800060,408143,1236155,,,,
2007_NEW_JERSEY,NEW_JERSEY,2007,1363804,25572112,13250745,8316185,868012,1997462,28540,91115,98195,100884,97078,794703,411332,1234575,248.6215224,288.5834514,230.646972,250.0635701
2008_NEW_JERSEY,NEW_JERSEY,2008,1353191,26168480,13739017,8737387,899413,1625458,30746,93504,99242,100894,97515,795554,409500,1235800,,,,
2009_NEW_JERSEY,NEW_JERSEY,2009,1354912,26145334,13800343,8687138,952796,1499241,33937,95251,99911,100749,98733,802749,412848,1249534,246.5298698,292.6572271,229.3944864,266.8764602
2010_NEW_JERSEY,NEW_JERSEY,2010,1369553,26736651,14481471,8958765,962529,1154089,53564,92413,98641,99630,97358,794568,405143,1253275,,,,
2011_NEW_JERSEY,NEW_JERSEY,2011,1399409,25716298,14113108,8634990,909456,917304,36581,90955,96459,98968,94059,783107,394133,1213821,248.0041626,294.1387714,231.2376297,272.8741408
2012_NEW_JERSEY,NEW_JERSEY,2012,1330300,26432652,14491817,8921990,943029,940577,35128,94830,98152,100052,97048,788168,400875,1224171,,,,
2013_NEW_JERSEY,NEW_JERSEY,2013,1338657,28179900,15489942,9131634,1218744,933676,36024,92017,98832,99950,95646,792008,399391,1227423,246.8709092,296.0533511,228.7197441,269.2219146
2014_NEW_JERSEY,NEW_JERSEY,2014,1335350,27742203,14956606,9205196,1273398,895858,55106,92560,97428,99751,95666,792613,401874,1249593,,,,
2015_NEW_JERSEY,NEW_JERSEY,2015,1339230,28809725,15339450,9414336,1271558,1290946,63284,91870,98565,98128,97602,790025,402208,1255517,245.3832201,293.3659382,229.4876744,259.4173764
2016_NEW_JERSEY,NEW_JERSEY,2016,1364473,29665476,15831343,9549742,1375737,1414861,,,,,,,,,,,,
2017_NEW_JERSEY,NEW_JERSEY,2017,,,,,,,,,,,,,,,247.8552312,291.6985524,232.9433185,274.7860397
1992_NEW_MEXICO,NEW_MEXICO,1992,,1339829,683253,432392,,139206,2072,23723,24447,21690,16027,191623,80105,273800,213.2990899,259.6067177,204.5359107,
1993_NEW_MEXICO,NEW_MEXICO,1993,281407,1223185,587753,427793,62453,128202,1933,23723,24182,24899,16767,200631,87768,290332,,,,
1994_NEW_MEXICO,NEW_MEXICO,1994,286759,1223759,622138,391385,63549,129528,4174,24055,24294,25443,16925,200939,89471,294584,,,,
1995_NEW_MEXICO,NEW_MEXICO,1995,327253,1540683,774207,494348,79707,171166,3426,24329,24200,25893,17078,201484,91418,296328,,,,
1996_NEW_MEXICO,NEW_MEXICO,1996,329661,1642517,798365,519816,81877,218014,3894,24324,25029,26017,17073,201794,93282,298970,213.844025,261.9703667,205.9486053,268.8724579
1997_NEW_MEXICO,NEW_MEXICO,1997,332849,1826524,884961,575080,90233,249670,4131,24346,25521,25525,18080,207116,96080,307327,,,,
1998_NEW_MEXICO,NEW_MEXICO,1998,331673,1933538,941273,620639,95879,247033,2932,23759,25701,25716,18724,205794,96268,304994,,,,
1999_NEW_MEXICO,NEW_MEXICO,1999,328715,2098998,998467,688769,104374,276238,3127,22557,25573,25322,18941,202908,95903,301938,,,,
2000_NEW_MEXICO,NEW_MEXICO,2000,324489,2165031,1048533,727644,101479,255735,3090,22065,25493,24870,19102,199724,95427,298241,213.8683008,259.844673,207.5011702,264.7230459
2001_NEW_MEXICO,NEW_MEXICO,2001,319524,2315182,1096488,761848,114558,308741,3499,22137,25163,25012,18658,199400,95224,298123,,,,
2002_NEW_MEXICO,NEW_MEXICO,2002,317548,2542682,1195658,814180,123712,373224,3529,22638,24995,25630,19002,198330,95737,297596,,,,
2003_NEW_MEXICO,NEW_MEXICO,2003,320264,2658140,1239571,851701,131177,399406,3976,23636,24382,25857,19505,198420,97034,299430,222.5180092,263.2729067,203.1853126,267.7113584
2004_NEW_MEXICO,NEW_MEXICO,2004,323066,2882631,1340535,913532,140297,443894,5322,24624,23880,26211,19518,197954,98202,301478,,,,
2005_NEW_MEXICO,NEW_MEXICO,2005,326102,3011696,1395996,955266,149000,466166,6070,25140,23987,25987,19119,198342,97206,301618,224.0272183,263.275163,206.7916207,250.5306689
2006_NEW_MEXICO,NEW_MEXICO,2006,326761,3099738,1500318,1016791,153346,385590,5852,25668,24311,25563,19329,198571,98129,302552,,,,
2007_NEW_MEXICO,NEW_MEXICO,2007,327816,3279467,1610295,1103097,119933,396529,5378,25796,24452,25063,19594,198544,99322,303244,228.0643128,267.5380787,211.6318846,263.442316
2008_NEW_MEXICO,NEW_MEXICO,2008,329045,3599724,1732652,1129277,125528,569550,6365,25680,25119,24366,19940,199370,98830,304565,,,,
2009_NEW_MEXICO,NEW_MEXICO,2009,328737,3945515,1807514,1167618,132017,784529,7406,26266,25358,24126,20150,201671,99076,308153,230.0295892,269.7042538,207.6457308,270.393926
2010_NEW_MEXICO,NEW_MEXICO,2010,331436,3814058,1800983,1178045,135042,634137,7980,26688,25955,24469,20594,204677,98777,311434,,,,
2011_NEW_MEXICO,NEW_MEXICO,2011,331373,3694437,1744548,1124390,140296,616478,7652,26954,25703,24436,20671,204875,97744,310271,232.8403707,274.4547015,208.0141194,267.7038652
2012_NEW_MEXICO,NEW_MEXICO,2012,328690,3616691,1688871,1097238,142740,615427,7509,27662,25474,25177,20559,205807,97242,310558,,,,
2013_NEW_MEXICO,NEW_MEXICO,2013,327209,3536546,1709797,1096508,145330,514077,7865,27368,25597,25062,20133,206295,97716,311876,232.7814329,272.7618089,205.7564054,261.6959822
2014_NEW_MEXICO,NEW_MEXICO,2014,326637,3576216,1709599,1088329,147184,562323,8004,26660,25641,25272,21147,206441,99260,313705,,,,
2015_NEW_MEXICO,NEW_MEXICO,2015,326297,3846641,1773801,1256303,154435,587243,8509,24696,25681,24957,21106,205691,96798,310998,231.167236,270.8975344,207.2404464,274.8067463
2016_NEW_MEXICO,NEW_MEXICO,2016,319861,3729397,1733158,1212080,156882,551143,,,,,,,,,,,,
2017_NEW_MEXICO,NEW_MEXICO,2017,,,,,,,,,,,,,,,229.7042819,269.374084,207.7043535,275.0445523
1992_NEW_YORK,NEW_YORK,1992,,22815611,13288972,6132532,,1640971,31290,201674,197698,184815,142822,1585404,727840,2344534,218.4455353,266.4223001,211.7409208,
1993_NEW_YORK,NEW_YORK,1993,2663637,23934282,14029639,6425626,935895,1625848,31687,205238,198259,188274,143055,1608489,743933,2384109,,,,
1994_NEW_YORK,NEW_YORK,1994,2702937,25359726,14829280,6782725,992378,1717307,32227,212239,202024,191181,144139,1627846,746836,2406909,,,,
1995_NEW_YORK,NEW_YORK,1995,2738361,26540967,15693535,6970608,945437,1811288,32087,216112,203089,194347,142841,1653846,761509,2447442,,,,
1996_NEW_YORK,NEW_YORK,1996,2788343,26974514,15973623,6953428,942356,1835923,31566,210795,205572,196724,146738,1677128,769382,2478076,222.6340587,270.231486,215.7792157,
1997_NEW_YORK,NEW_YORK,1997,2818497,28227561,16259479,7136050,933478,2561130,32086,206548,210379,197148,146818,1691688,776218,2499992,,,,
1998_NEW_YORK,NEW_YORK,1998,2834992,29853891,17266937,7384638,1044857,2723181,38196,202894,214629,200097,148315,1705145,774469,2517810,,,,
1999_NEW_YORK,NEW_YORK,1999,2850352,31841870,18323434,7913623,893364,3309820,37613,199271,219305,202221,150444,1717122,781175,2535910,,,,
2000_NEW_YORK,NEW_YORK,2000,2861478,33683043,19856637,8377510,1057876,3266115,39062,194673,217881,203482,151043,1718478,782021,2539561,226.5590607,276.2628588,222.4450547,
2001_NEW_YORK,NEW_YORK,2001,2856277,38062603,22052316,9100764,1157116,4579196,40212,190402,214283,210369,153505,1717579,790657,2548448,,,,
2002_NEW_YORK,NEW_YORK,2002,2846068,39585780,23167459,9379511,1183476,4809068,41752,189198,212414,215632,158474,1712691,802393,2556836,,,,
2003_NEW_YORK,NEW_YORK,2003,2879228,41603390,24786376,10000845,1156927,4489672,41456,188638,206912,219335,163362,1681670,820478,2543604,235.9300755,279.749257,222.1882071,255.010828
2004_NEW_YORK,NEW_YORK,2004,2842785,42953568,25761741,10702312,1168325,3867760,39801,188633,202267,218176,166975,1662931,840949,2543681,,,,
2005_NEW_YORK,NEW_YORK,2005,2816426,45086872,27866708,11303872,1182179,3342778,40519,189924,196279,216226,173867,1626722,851404,2518645,238.1739767,279.7162537,222.6952,264.6593688
2006_NEW_YORK,NEW_YORK,2006,2787366,48359774,29589517,11898562,1264799,3970683,44649,186373,192095,210851,179030,1596900,857753,2499302,,,,
2007_NEW_YORK,NEW_YORK,2007,2754976,51253984,31465706,12638159,1318628,4216048,48561,184672,191647,205135,185680,1571259,852342,2472162,242.5430182,280.1411772,223.7520273,270.93785
2008_NEW_YORK,NEW_YORK,2008,2727552,54870811,33446544,13610428,1375430,4805621,50758,187194,190067,201895,185896,1552130,839837,2442725,,,,
2009_NEW_YORK,NEW_YORK,2009,2696688,57851481,35195372,14079990,1415237,5463718,51251,190741,193473,198690,188377,1550122,858087,2459460,240.6410988,282.5769154,224.3687488,267.0678566
2010_NEW_YORK,NEW_YORK,2010,2697357,60067253,36628097,14152383,1433218,6125749,51649,194607,198720,203761,191528,1609766,851829,2513244,,,,
2011_NEW_YORK,NEW_YORK,2011,2677412,59446908,37834196,14460678,1416793,4653802,49569,197458,196082,201190,190732,1595807,831712,2477088,237.5199426,280.4530261,222.4938109,258.1932642
2012_NEW_YORK,NEW_YORK,2012,2644029,60216421,38431932,14662331,1490478,4094920,48712,202670,198361,200642,192112,1601541,825972,2476225,,,,
2013_NEW_YORK,NEW_YORK,2013,2629805,60505950,38756656,14846782,1462376,3982327,48968,201930,196988,203267,190081,1607001,820326,2476295,240.3498169,281.8077878,223.8133626,274.3077317
2014_NEW_YORK,NEW_YORK,2014,2619312,62556193,40168920,15381372,1515933,4060304,57353,200507,197545,200384,190387,1607983,827493,2492829,,,,
2015_NEW_YORK,NEW_YORK,2015,2631532,65094591,41954260,15714795,1540851,4536014,50430,198024,199866,197997,189562,1601015,820402,2471847,236.796927,280.0892201,222.6463032,270.8537115
2016_NEW_YORK,NEW_YORK,2016,2590945,68282026,43964520,15883500,1599317,4656189,,,,,,,,,,,,
2017_NEW_YORK,NEW_YORK,2017,,,,,,,,,,,,,,,235.5484573,281.688,221.8840154,255.5785431
1992_NORTH_CAROLINA,NORTH_CAROLINA,1992,,5418687,2847638,1422278,,774194,6119,89809,85244,84291,63427,695047,303507,1004673,212.8844899,258.4053748,214.3580855,
1993_NORTH_CAROLINA,NORTH_CAROLINA,1993,1112636,5475174,3037814,1525471,345822,480317,8469,93406,85989,86093,60856,705410,305060,1018939,,,,
1994_NORTH_CAROLINA,NORTH_CAROLINA,1994,1131662,5740906,3161072,1629603,362721,490626,8949,97508,89492,86344,62324,718414,309304,1036667,,,,
1995_NORTH_CAROLINA,NORTH_CAROLINA,1995,1155248,6217951,3417870,1737660,387340,564673,9013,100525,90795,88056,59653,738694,311770,1059477,,,,
