PRIMARY_KEY,STATE,YEAR,ENROLL,Total Expenditure,Instruction Expenditure,Support Services Expenditure,Other Expenditure,Capital Outlay Expenditure,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,Math Score Grade 4,Math Score Grade 8,Reading Score Grade 4,Reading Score Grade 8
2013_UTAH,UTAH,2013,562315,4584624,2361179,1097484,309365,698249,12373,50386,49041,46409,41327,388573,174129,575075,242.8206887,284.3314862,222.7676355,268.1007728
2014_UTAH,UTAH,2014,570423,4385896,2336613,1139969,302794,490911,13142,48841,49173,46969,42163,394684,178910,586736,,,,
2015_UTAH,UTAH,2015,573913,4537962,2367650,1166728,271400,606254,13838,48293,50918,47904,43828,401436,184303,599577,242.5627871,286.1169112,226.1430749,264.771229
2016_UTAH,UTAH,2016,580215,4923657,2591600,1217100,286744,707988,,,,,,,,,,,,
2017_UTAH,UTAH,2017,,,,,,,,,,,,,,,242.4807662,286.8165591,225.1591729,260.3425765
1992_VERMONT,VERMONT,1992,,800377,386699,205777,,25781,1780,7978,8329,7227,5573,64107,24099,89986,,,,
1993_VERMONT,VERMONT,1993,97454,809853,405876,193543,22698,15655,2024,7766,8457,7496,6227,65038,27377,94439,,,,
1994_VERMONT,VERMONT,1994,98377,869710,419793,203059,25011,38902,1903,8040,8396,7826,6458,65647,28431,95981,,,,
1995_VERMONT,VERMONT,1995,100317,891398,415719,208906,24883,36040,1111,7953,8287,8006,6507,66163,29006,96280,,,,
1996_VERMONT,VERMONT,1996,101064,975817,424562,219243,23167,56478,1404,7530,8152,8374,6622,66228,29935,97567,224.8810601,279.253243,,
1997_VERMONT,VERMONT,1997,101584,1069297,461439,229220,25761,96165,1222,7281,8029,8375,6831,65190,30836,97248,,,,
1998_VERMONT,VERMONT,1998,101413,1064388,461901,240460,25038,63485,2377,6976,8165,8200,6823,63904,31522,97803,,,,
1999_VERMONT,VERMONT,1999,100348,1129982,508426,261788,24725,44146,2491,6893,7965,8177,7014,62892,31913,97296,,,,
2000_VERMONT,VERMONT,2000,99609,1193813,555740,283821,29595,39112,2371,6511,7736,8005,7232,61438,31624,95433,231.6977364,283.4083814,226.9612274,262.012003
2001_VERMONT,VERMONT,2001,97715,1306513,595191,303287,28777,62053,2567,6289,7468,7972,7422,60443,31787,94797,,,,
2002_VERMONT,VERMONT,2002,96427,1392880,628188,326292,31686,65657,2800,6342,7179,8077,7398,58892,31807,93499,,,,
2003_VERMONT,VERMONT,2003,94901,1440961,662999,345187,32289,46411,3027,6078,7049,8098,7614,57627,32091,92745,241.9260724,285.6455722,226.1217466,264.0255699
2004_VERMONT,VERMONT,2004,93705,1550157,700068,368208,34203,77287,3714,6249,6807,7846,7552,55972,32195,91881,,,,
2005_VERMONT,VERMONT,2005,92819,1634534,739981,392627,36577,63280,4061,6069,6549,7559,7499,54532,31856,90449,243.5288554,287.3564876,226.886251,266.8219111
2006_VERMONT,VERMONT,2006,90850,1711762,763591,410862,37607,59192,4308,6198,6521,7186,7599,53234,31659,89201,,,,
2007_VERMONT,VERMONT,2007,89329,1804519,800453,439237,41603,70359,4556,6161,6490,7039,7714,52379,30942,87877,246.357405,291.0107738,228.2485382,258.3211177
2008_VERMONT,VERMONT,2008,87919,1888133,831132,463215,44089,83821,4698,6192,6471,7004,7520,52104,30631,87433,,,,
2009_VERMONT,VERMONT,2009,86320,1661019,859433,489015,49100,64170,4837,6216,6237,6647,7328,51133,29265,85235,247.7672261,292.8660964,228.7357836,257.2741846
2010_VERMONT,VERMONT,2010,87750,1719870,890606,509650,47578,65751,10678,6259,6291,6757,7114,51052,28869,90599,,,,
2011_VERMONT,VERMONT,2011,86982,1722515,888388,511825,53418,63655,5559,6062,6158,6646,6930,50525,27762,83846,246.6397299,293.8825771,226.7716427,268.9415376
2012_VERMONT,VERMONT,2012,87968,1726321,904254,518561,54031,45788,5705,6273,6133,6541,6756,50089,27557,83351,,,,
2013_VERMONT,VERMONT,2013,89200,1809138,935593,538854,57026,55825,5667,6215,6159,6332,6545,49575,27233,82475,247.8032947,295.4695624,227.9865191,265.3595046
2014_VERMONT,VERMONT,2014,87990,1876197,955495,553032,59714,56780,5984,5768,6211,6268,6417,49221,26338,81543,,,,
2015_VERMONT,VERMONT,2015,85184,1969415,983532,566649,61871,58856,7279,5863,5975,6173,6271,48722,26002,82003,243.2503992,290.3551912,230.0986166,260.655136
2016_VERMONT,VERMONT,2016,87974,2082696,1013209,583178,56289,42911,,,,,,,,,,,,
2017_VERMONT,VERMONT,2017,,,,,,,,,,,,,,,240.8932972,287.6233882,226.4453434,268.7524197
1992_VIRGINIA,VIRGINIA,1992,,5744469,2982862,1758078,,523409,1976,82456,79821,76775,60854,645925,273971,921872,220.7629642,267.8637263,213.4572859,
1993_VIRGINIA,VIRGINIA,1993,1032842,5955333,3121277,1837782,303062,488487,3186,81787,81615,78443,60314,652886,278009,934081,,,,
1994_VIRGINIA,VIRGINIA,1994,1044721,6276362,3271356,1883438,314439,587495,3115,85160,84103,79929,62899,658683,286381,948179,,,,
1995_VIRGINIA,VIRGINIA,1995,1060809,6590998,3452911,1959389,337469,602745,3111,87618,82797,81254,62204,667931,291792,962834,,,,
1996_VIRGINIA,VIRGINIA,1996,1079854,6903384,3601237,2045400,347988,721139,3917,86542,82571,80842,64497,676643,299673,980233,222.643213,269.7544047,218.3527284,265.3637984
1997_VIRGINIA,VIRGINIA,1997,1096279,7436340,3852814,2154066,383787,831898,4036,85729,83447,82753,66430,686834,303531,994401,,,,
1998_VIRGINIA,VIRGINIA,1998,1110815,7813707,4109813,2275415,408498,796239,5161,84154,87278,85348,67787,694419,308627,1008207,,,,
1999_VIRGINIA,VIRGINIA,1999,1122858,8335873,4360356,2423486,441515,875124,5293,83938,90781,85092,69333,705290,316757,1027340,,,,
2000_VIRGINIA,VIRGINIA,2000,1132673,9154676,4823780,2639328,347530,1011384,7263,82585,92073,87455,70337,721485,329148,1057896,230.3948089,276.6749915,225.0094358,268.1445305
2001_VIRGINIA,VIRGINIA,2001,1143807,9862715,5142049,2865861,378979,1113113,14137,82489,91966,88184,70607,727305,336897,1078339,,,,
2002_VIRGINIA,VIRGINIA,2002,1162045,10209197,5373701,3003921,399357,1127185,14507,83270,91186,92641,75944,732676,345720,1092903,,,,
2003_VIRGINIA,VIRGINIA,2003,1175458,10746679,5661291,3184333,425933,1069375,16524,86374,90729,95586,76477,733990,354832,1105346,239.2030891,281.6766434,223.3403592,264.2673651
2004_VIRGINIA,VIRGINIA,2004,1191035,11404055,6006830,3400515,456829,1125646,18376,87223,89742,96540,77965,734088,365052,1117516,,,,
2005_VIRGINIA,VIRGINIA,2005,1203697,12385157,6565022,3699703,510204,1180309,19868,89427,88883,95716,78913,732004,372317,1124189,240.4975682,284.3716282,225.8137107,260.9683268
2006_VIRGINIA,VIRGINIA,2006,1213616,13481336,7024659,3974403,538026,1298749,20391,89644,88527,95083,82901,731650,378755,1130796,,,,
2007_VIRGINIA,VIRGINIA,2007,1220440,14700853,7630837,4338027,573603,1473546,28684,89656,90397,93896,85413,732104,380413,1141201,243.5211298,287.625905,227.1367249,257.4212028
2008_VIRGINIA,VIRGINIA,2008,1230857,15236306,8003167,4645375,555074,1528769,1701,5423,4666,3863,2535,36807,12837,51345,,,,
2008_VIRGINIA,VIRGINIA,2008,1230857,15236306,8003167,4645375,555074,1528769,2570,3459,2548,1485,484,19226,2758,24554,,,,
2008_VIRGINIA,VIRGINIA,2008,1230857,15236306,8003167,4645375,555074,1528769,29987,89931,91133,92881,87177,735090,380787,1145864,,,,
2009_VIRGINIA,VIRGINIA,2009,1235064,15510318,8194237,4813706,574858,1418914,30600,92281,93708,92075,87839,741139,381320,1153059,243.0712969,286.069755,226.527568,270.0609902
2010_VIRGINIA,VIRGINIA,2010,1244673,14919831,8049137,4654459,565527,1127484,30821,92899,93965,91877,89266,747726,379994,1158541,,,,
2011_VIRGINIA,VIRGINIA,2011,1250852,14675815,7861076,4602566,579290,1075067,31805,95574,93770,93361,89324,753846,376658,1162309,245.3336181,289.2554112,226.3784347,259.2083707
2012_VIRGINIA,VIRGINIA,2012,1257332,15129464,8123166,4744530,611769,1078796,32852,96935,94005,93787,88971,759657,375975,1168484,,,,
2013_VIRGINIA,VIRGINIA,2013,1264880,15634918,8445746,4874065,626080,1089417,33166,96058,95625,95778,88709,767349,377252,1177767,246.1774569,288.1429595,228.5557377,263.6841377
2014_VIRGINIA,VIRGINIA,2014,1273211,15690444,8464947,4964725,619387,1041633,32839,93758,95200,95558,88256,771091,382598,1186528,,,,
2015_VIRGINIA,VIRGINIA,2015,1279867,16113212,8755896,5075509,627473,1086722,33453,90942,96851,95221,90391,772414,386781,1192648,246.6126217,287.7092987,228.971255,269.4306647
2016_VIRGINIA,VIRGINIA,2016,1283493,16497520,8944614,5164699,643506,1161323,,,,,,,,,,,,
2017_VIRGINIA,VIRGINIA,2017,,,,,,,,,,,,,,,248.0410591,290.0814074,227.5983822,273.4026403
1992_WASHINGTON,WASHINGTON,1992,,5360834,2587181,1518521,,855759,5075,68562,74098,67285,53986,578106,244732,827913,,,212.6953858,
1993_WASHINGTON,WASHINGTON,1993,896197,5791436,2778268,1626508,235224,942214,5087,68908,73824,70666,55847,586429,255528,847044,,,,
1994_WASHINGTON,WASHINGTON,1994,915952,5968590,2918426,1741684,252127,840257,6155,71637,75299,72982,58150,595315,265207,866677,,,,
1995_WASHINGTON,WASHINGTON,1995,938314,6200754,3078586,1833862,265076,785601,5984,73581,75186,75052,59612,600444,276563,882991,,,,
1996_WASHINGTON,WASHINGTON,1996,956572,6578388,3222598,1927517,280214,895494,5353,73577,74697,76033,62235,608515,287059,900927,225.0532981,276.1171196,216.8469671,265.8071079
1997_WASHINGTON,WASHINGTON,1997,974504,6792261,3356299,1986859,293323,897137,6671,72922,75322,76664,64731,614898,296744,918313,,,,
1998_WASHINGTON,WASHINGTON,1998,991235,7211601,3520841,2098952,311726,997000,5901,71323,77372,77340,65782,618726,302103,926730,,,,
1999_WASHINGTON,WASHINGTON,1999,999616,7489129,3644065,2163836,330124,1053316,6134,68699,79257,77543,68486,619917,308964,935015,,,,
2000_WASHINGTON,WASHINGTON,2000,1003714,7811937,3818756,2285577,350703,1048059,7283,68531,78505,77160,68580,618553,310403,936239,,,223.6559327,265.3205584
2001_WASHINGTON,WASHINGTON,2001,1004843,8026334,3984476,2330122,367295,1028063,8102,68280,78504,77933,69536,619875,312943,940920,,,,
2002_WASHINGTON,WASHINGTON,2002,1009200,8362656,4182265,2430537,382728,1037135,9802,69467,77053,79857,72354,617922,317607,945331,,,,
2003_WASHINGTON,WASHINGTON,2003,1014577,8802387,4332487,2514359,396084,1189781,11352,70663,75108,82274,74338,617233,322101,950686,238.2928395,281.1513644,221.0966951,260.8795721
2004_WASHINGTON,WASHINGTON,2004,1020990,9009980,4446860,2579078,407707,1217468,11921,71219,75151,80918,74121,612265,324600,948786,,,,
2005_WASHINGTON,WASHINGTON,2005,1019925,9399603,4629347,2692637,428619,1292543,12735,72644,74401,81440,76505,614103,332503,959341,241.6846745,285.0522297,223.4863979,257.1691046
2006_WASHINGTON,WASHINGTON,2006,1031668,9915617,4826779,2852334,440909,1422488,9082,72608,75695,80022,77160,613168,331916,954166,,,,
2007_WASHINGTON,WASHINGTON,2007,1026121,10682397,5148806,3028183,463389,1624443,10012,72165,76673,78219,78429,615230,332840,958082,242.542232,284.8628043,223.9993368,269.5967634
2008_WASHINGTON,WASHINGTON,2008,1029576,11677666,5561706,3369299,501855,1797341,10995,73831,77999,78902,79916,619968,332224,963187,,,,
2009_WASHINGTON,WASHINGTON,2009,1035907,12240632,5984072,3464921,509407,1818982,11037,74547,78270,77206,83604,619803,329960,960800,242.2570912,288.7223756,221.3301104,260.9466762
2010_WASHINGTON,WASHINGTON,2010,1034735,11820814,5934710,3402730,503236,1516372,12056,75933,78546,78448,83712,626183,329616,967855,,,,
2011_WASHINGTON,WASHINGTON,2011,1042979,11928408,6007184,3427282,514227,1467334,12268,78014,77051,78891,84089,627902,327269,967439,243.1828847,288.1077619,220.528788,261.4283909
2012_WASHINGTON,WASHINGTON,2012,1044856,12187889,5866729,3735795,524816,1552074,12466,80789,78244,79272,84981,631305,327134,970905,,,,
2013_WASHINGTON,WASHINGTON,2013,1050901,12097549,5911337,3777476,537261,1443002,11957,81559,78929,79953,84710,637352,328068,977377,246.2883381,289.9569887,225.0488633,270.0419258
2014_WASHINGTON,WASHINGTON,2014,1057773,12806300,6267816,4035948,549588,1525815,12663,81212,79721,80391,87206,646445,333318,992426,,,,
2015_WASHINGTON,WASHINGTON,2015,1072359,13630138,6508964,4510672,546926,1601069,13733,79692,82404,79483,89258,656797,336808,1007338,244.9814222,286.5131076,225.8928891,273.9618314
2016_WASHINGTON,WASHINGTON,2016,1083973,15253296,7087365,4904575,577606,2204059,,,,,,,,,,,,
2017_WASHINGTON,WASHINGTON,2017,,,,,,,,,,,,,,,241.701001,289.1312572,223.1234088,267.7447785
1992_WEST_VIRGINIA,WEST_VIRGINIA,1992,,1587968,835186,465429,,156015,2308,22081,23556,24791,21844,191101,96241,289650,215.2689284,259.0864484,213.1469347,
1993_WEST_VIRGINIA,WEST_VIRGINIA,1993,317719,1829848,1023497,500010,116349,171484,3981,20077,22349,25677,21507,189013,96264,289258,,,,
1994_WEST_VIRGINIA,WEST_VIRGINIA,1994,313750,1843973,1051169,507996,116579,151404,2754,22377,22236,25200,22058,186027,96270,285051,,,,
1995_WEST_VIRGINIA,WEST_VIRGINIA,1995,310231,1925100,1104307,540560,128462,134365,3499,22577,22178,25089,21844,183567,94926,281992,,,,
1996_WEST_VIRGINIA,WEST_VIRGINIA,1996,306451,1936848,1131846,556873,130467,101350,4433,22485,21944,24150,21215,181445,94557,280435,223.3501327,264.8652054,216.4432512,
1997_WEST_VIRGINIA,WEST_VIRGINIA,1997,303441,2018185,1131889,586187,140495,144209,4838,22282,21405,23002,21765,179434,94012,278284,,,,
1998_WEST_VIRGINIA,WEST_VIRGINIA,1998,300737,2100841,1168793,606055,141099,171688,5822,21821,21732,22623,21344,177870,91413,275105,,,,
1999_WEST_VIRGINIA,WEST_VIRGINIA,1999,296551,2169432,1216907,637240,146453,155822,6176,21216,21928,22409,20982,175736,88049,269961,,,,
2000_WEST_VIRGINIA,WEST_VIRGINIA,2000,290982,2243563,1271988,672003,156775,129872,6152,20937,21995,21902,19716,173868,84972,264992,224.8482981,270.7800763,218.7777941,261.9034343
2001_WEST_VIRGINIA,WEST_VIRGINIA,2001,285785,2310098,1306105,699263,159933,131916,6770,20247,21561,21650,18336,172504,82857,262131,,,,
2002_WEST_VIRGINIA,WEST_VIRGINIA,2002,282145,2427316,1346601,710125,163018,194544,7734,20437,21041,21943,18416,171613,82281,261628,,,,
2003_WEST_VIRGINIA,WEST_VIRGINIA,2003,281591,2524444,1420396,761887,164473,166233,7911,20946,20753,22255,18554,169974,82375,260260,230.7677485,270.7703534,219.1795245,258.0889914
2004_WEST_VIRGINIA,WEST_VIRGINIA,2004,280561,2603996,1458141,784602,168905,181816,7989,20942,20670,22582,18319,168623,82574,259186,,,,
2005_WEST_VIRGINIA,WEST_VIRGINIA,2005,279456,2698703,1524187,852145,174265,137026,8942,21428,19999,22147,18022,166618,83677,259237,230.8432679,269.0994928,214.7670664,268.5404356
2006_WEST_VIRGINIA,WEST_VIRGINIA,2006,279788,2852607,1569685,897874,184320,187462,7469,24308,19935,21541,18508,165796,84366,257631,,,,
2007_WEST_VIRGINIA,WEST_VIRGINIA,2007,281298,2983267,1608247,941055,189649,228873,12247,21300,20217,21330,18625,164998,83990,261235,236.3378058,270.0840936,215.1305555,259.1619549
2008_WEST_VIRGINIA,WEST_VIRGINIA,2008,281735,3068910,1667812,945152,190634,249687,13150,20919,20162,21268,18914,165408,83252,261810,,,,
2009_WEST_VIRGINIA,WEST_VIRGINIA,2009,281908,3121728,1759397,994305,196984,157049,13894,21454,20790,20516,18688,164965,82349,261208,232.9831445,270.4157659,214.5202002,260.368795
2010_WEST_VIRGINIA,WEST_VIRGINIA,2010,281828,3484593,1978226,1094980,204402,191662,14660,21256,20493,20455,18430,165556,81407,261623,,,,
2011_WEST_VIRGINIA,WEST_VIRGINIA,2011,282130,3670119,2010407,1160212,211866,269242,15280,21172,20748,20778,18498,165613,80805,261698,234.6558068,273.2631731,214.3860242,267.0874061
2012_WEST_VIRGINIA,WEST_VIRGINIA,2012,282088,3536971,1893954,1155259,220973,245082,15781,21785,20181,20521,18703,164805,80673,261259,,,,
2013_WEST_VIRGINIA,WEST_VIRGINIA,2013,282310,3488877,1828234,1130079,225073,284685,15472,21541,20418,20634,18299,163988,79957,259417,237.4406327,274.4301347,214.6634013,274.3685477
2014_WEST_VIRGINIA,WEST_VIRGINIA,2014,280265,3499873,1823665,1147776,222824,286099,15253,20860,20196,20501,18239,163654,80543,259450,,,,
2015_WEST_VIRGINIA,WEST_VIRGINIA,2015,279565,3466981,1819903,1161944,233836,232738,15077,20163,19814,20426,18432,162070,80142,257289,235.2046615,271.4507088,216.2532879,266.8360535
2016_WEST_VIRGINIA,WEST_VIRGINIA,2016,276764,3366566,1804235,1127255,236487,181392,,,,,,,,,,,,
2017_WEST_VIRGINIA,WEST_VIRGINIA,2017,,,,,,,,,,,,,,,236.0570189,273.4158536,217.3163962,271.617023
1992_WISCONSIN,WISCONSIN,1992,,5181471,2914442,1490415,,416449,16227,61568,63365,60783,55543,507607,239952,763786,228.6920011,277.8791346,224.1745453,
1993_WISCONSIN,WISCONSIN,1993,829085,5640718,3111910,1629643,193368,500029,17270,61136,63756,64669,53688,517311,248284,782865,,,,
1994_WISCONSIN,WISCONSIN,1994,843747,5860230,3257526,1689034,193556,504767,18531,61898,65996,65790,57407,520786,259366,798683,,,,
1995_WISCONSIN,WISCONSIN,1995,865374,6056854,3425341,1767790,204052,426714,18045,62859,65427,65788,57791,522060,267211,807316,,,,
1996_WISCONSIN,WISCONSIN,1996,869930,6521058,3567663,1872074,212389,617334,19790,62455,64670,66488,60542,523077,273937,816804,231.4118515,282.8487417,224.3472318,262.3251264
1997_WISCONSIN,WISCONSIN,1997,879021,6990489,3747953,1988121,226505,761190,19627,60932,63661,66601,63188,523149,278072,820848,,,,
1998_WISCONSIN,WISCONSIN,1998,881552,7532110,3946529,2093343,240608,948070,20131,59611,64255,68481,63760,520961,278839,819931,,,,
1999_WISCONSIN,WISCONSIN,1999,878983,7875805,4082725,2218556,249719,986589,20790,58524,64908,67878,64076,517125,281314,819229,,,,
2000_WISCONSIN,WISCONSIN,2000,877165,8183251,4225688,2316000,265155,958597,23751,56507,64455,67950,65195,514482,284736,822969,,,,257.6407828
2001_WISCONSIN,WISCONSIN,2001,875569,8574804,4434212,2495299,280656,943973,24673,57469,63509,66558,65946,509662,287557,821892,,,,
2002_WISCONSIN,WISCONSIN,2002,875216,8863966,4642886,2601068,325160,863118,26092,57670,62436,67751,68714,507941,289528,823561,,,,
2003_WISCONSIN,WISCONSIN,2003,875390,9128279,4844788,2757563,346325,733156,26668,59372,61744,68663,69389,503772,290219,820659,236.755414,283.9158657,220.8334276,269.9710586
2004_WISCONSIN,WISCONSIN,2004,874233,9126345,4936038,2846939,361605,540870,27444,58724,59267,67168,69510,491782,286807,806033,,,,
2005_WISCONSIN,WISCONSIN,2005,869301,9433502,5128207,2944041,382137,472358,31218,60382,59984,66985,69665,492398,291176,814792,240.5685819,284.5415566,221.1642265,259.0723418
2006_WISCONSIN,WISCONSIN,2006,869596,9779642,5290595,3064437,400780,545716,33821,60408,59356,65606,70699,490371,292100,816292,,,,
2007_WISCONSIN,WISCONSIN,2007,870584,9988878,5459295,3147269,420699,467948,37773,59590,59995,64135,72380,487849,289421,815043,244.1812142,285.6179425,223.3180098,260.8129192
2008_WISCONSIN,WISCONSIN,2008,867929,10545964,5619617,3294291,451721,666877,43161,60384,60319,62317,71799,485983,284222,813366,,,,
2009_WISCONSIN,WISCONSIN,2009,867035,10880480,5857285,3382519,473295,648807,47054,61094,61242,61748,71242,485288,279000,811342,243.5852535,288.1407262,220.1355406,265.5915771
2010_WISCONSIN,WISCONSIN,2010,864898,11116821,5994721,3455651,485711,617744,50200,60721,61015,61337,69858,487558,273807,811565,,,,
2011_WISCONSIN,WISCONSIN,2011,864251,11440718,6138402,3668777,479352,541918,54438,60875,60094,61413,68392,487497,268295,810230,244.6918655,288.6659327,221.2399069,273.840765
2012_WISCONSIN,WISCONSIN,2012,863314,10724377,5631108,3525882,491104,449246,55008,62422,60670,61857,67130,489324,265682,810014,,,,
2013_WISCONSIN,WISCONSIN,2013,863737,10845059,5637545,3551036,496850,521352,56777,61522,61393,62721,66346,491376,264739,812892,244.7062916,288.7457808,220.8181034,267.5898643
2014_WISCONSIN,WISCONSIN,2014,865119,11255186,5685955,3616770,498431,767074,55831,60424,60795,62034,65954,490627,264550,811008,,,,
2015_WISCONSIN,WISCONSIN,2015,861813,11553677,5723474,3691809,513402,894823,55907,58078,60999,61084,66253,489919,263896,809722,243.3102113,289.0777492,223.3563555,267.2508807
2016_WISCONSIN,WISCONSIN,2016,857736,11787535,5760418,3691439,508013,1082849,,,,,,,,,,,,
2017_WISCONSIN,WISCONSIN,2017,,,,,,,,,,,,,,,240.3892134,288.1431443,219.6126943,258.7003036
1992_WYOMING,WYOMING,1992,,624941,339953,185930,,60815,,7184,8049,8078,6613,64614,28515,,225.3775916,275.0800761,221.1855559,
1993_WYOMING,WYOMING,1993,100313,614807,334071,193624,21047,48076,,7190,8046,8268,6548,64212,29497,,,,,
1994_WYOMING,WYOMING,1994,100899,623146,344562,192234,21161,48647,,6929,7982,8203,6642,63201,30184,,,,,
1995_WYOMING,WYOMING,1995,100314,642935,357039,198669,21975,48915,,7135,7577,8302,6679,61796,30928,,,,,
1996_WYOMING,WYOMING,1996,99859,676305,360100,200228,21910,78444,,6782,7283,8270,7129,60539,31722,,223.1960029,274.778947,219.0107796,254.523637
1997_WYOMING,WYOMING,1997,98777,695127,362705,206739,23104,84230,,6496,7061,8232,7077,58894,31388,,,,,
1998_WYOMING,WYOMING,1998,96504,706801,366104,216102,22636,84596,0,6383,6873,7942,7057,57540,31292,88832,,,,
1999_WYOMING,WYOMING,1999,94420,739019,390565,237461,24829,71423,0,6133,6878,7715,7049,55493,30436,85929,,,,
2000_WYOMING,WYOMING,2000,91883,769923,417424,242832,24899,70579,,5988,6736,7284,6881,54144,29783,,229.2519227,276.6899803,221.1297536,
2001_WYOMING,WYOMING,2001,89711,787949,426072,254937,24913,67913,,6002,6587,7211,6855,53091,29035,,,,,
2002_WYOMING,WYOMING,2002,87897,868607,463839,272836,27488,92550,1668,6153,6406,6994,6631,52105,28190,81963,,,,
2003_WYOMING,WYOMING,2003,85966,915515,473447,292271,27608,110312,2184,6224,6174,7173,6500,51351,27703,81238,241.0857006,283.5033499,222.0751664,258.1083646
